School,County,SupervisoryUnion,OperatingDistrict,Grade,Enrollment,year
Peacham Elementary School,Caledonia County,Caledonia Central SU,Peacham,Grade01,5,2009
Peacham Elementary School,Caledonia County,Caledonia Central SU,Peacham,Grade02,8,2009
Peacham Elementary School,Caledonia County,Caledonia Central SU,Peacham,Grade03,2,2009
Peacham Elementary School,Caledonia County,Caledonia Central SU,Peacham,Grade04,7,2009
Peacham Elementary School,Caledonia County,Caledonia Central SU,Peacham,Grade05,2,2009
Peacham Elementary School,Caledonia County,Caledonia Central SU,Peacham,Grade06,6,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,KPart,10,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,Grade01,11,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,Grade02,14,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,Grade03,10,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,Grade04,13,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,Grade05,13,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,Grade06,7,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,Grade07,15,2009
Walden School,Caledonia County,Caledonia Central SU,Walden,Grade08,10,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,KPart,17,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,KFull,3,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,Grade01,21,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,Grade02,20,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,Grade03,19,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,Grade04,23,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,Grade05,25,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,Grade06,19,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,Grade07,20,2009
Burke Town School,Caledonia County,Caledonia North SU,Burke,Grade08,15,2009
Caledonia North SU,Caledonia County,Caledonia North SU,Caledonia North SU,PKEEE,43,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,KFull,54,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade01,60,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade02,44,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade03,59,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade04,42,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade05,63,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade06,60,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade07,59,2009
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade08,45,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,PKEEE,28,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,KPart,18,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade01,15,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade02,16,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade03,14,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade04,18,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade05,11,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade06,9,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade07,11,2009
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade08,20,2009
Newark School,Caledonia County,Caledonia North SU,Newark,KPart,7,2009
Newark School,Caledonia County,Caledonia North SU,Newark,Grade01,7,2009
Newark School,Caledonia County,Caledonia North SU,Newark,Grade02,3,2009
Newark School,Caledonia County,Caledonia North SU,Newark,Grade03,2,2009
Newark School,Caledonia County,Caledonia North SU,Newark,Grade04,6,2009
Newark School,Caledonia County,Caledonia North SU,Newark,Grade05,7,2009
Newark School,Caledonia County,Caledonia North SU,Newark,Grade06,7,2009
Newark School,Caledonia County,Caledonia North SU,Newark,Grade07,7,2009
Newark School,Caledonia County,Caledonia North SU,Newark,Grade08,6,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,KFull,13,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade01,9,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade02,14,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade03,6,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade04,8,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade05,9,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade06,17,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade07,8,2009
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade08,10,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,PKEEE,23,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,KFull,18,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade01,16,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade02,19,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade03,18,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade04,18,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade05,24,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade06,23,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade07,12,2009
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade08,19,2009
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,KFull,36,2009
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade01,32,2009
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade02,40,2009
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade03,36,2009
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade04,37,2009
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade05,36,2009
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade06,41,2009
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade07,47,2009
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade08,61,2009
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade09,66,2009
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade10,70,2009
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade11,62,2009
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade12,51,2009
Orleans Southwest SU,Caledonia County,Orleans Southwest SU,Orleans Southwest SU,PKEEE,95,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,PKEEE,86,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,KFull,76,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade01,80,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade02,67,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade03,75,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade04,61,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade05,72,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade06,59,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade07,62,2009
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade08,74,2009
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,Grade09,316,2009
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,Grade10,287,2009
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,Grade11,275,2009
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,Grade12,278,2009
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,AW,6,2009
C P Smith School,Chittenden County,Burlington SD,Burlington,KFull,33,2009
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade01,53,2009
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade02,45,2009
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade03,41,2009
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade04,44,2009
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade05,46,2009
Champlain School,Chittenden County,Burlington SD,Burlington,KFull,63,2009
Champlain School,Chittenden County,Burlington SD,Burlington,Grade01,64,2009
Champlain School,Chittenden County,Burlington SD,Burlington,Grade02,44,2009
Champlain School,Chittenden County,Burlington SD,Burlington,Grade03,59,2009
Champlain School,Chittenden County,Burlington SD,Burlington,Grade04,38,2009
Champlain School,Chittenden County,Burlington SD,Burlington,Grade05,49,2009
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,KFull,56,2009
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade01,54,2009
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade02,53,2009
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade03,52,2009
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade04,44,2009
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade05,56,2009
Edmunds Middle School,Chittenden County,Burlington SD,Burlington,Grade06,118,2009
Edmunds Middle School,Chittenden County,Burlington SD,Burlington,Grade07,123,2009
Edmunds Middle School,Chittenden County,Burlington SD,Burlington,Grade08,121,2009
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,PKEEE,31,2009
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,KFull,36,2009
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade01,34,2009
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade02,40,2009
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade03,35,2009
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade04,36,2009
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade05,35,2009
J J Flynn School,Chittenden County,Burlington SD,Burlington,PKEEE,20,2009
J J Flynn School,Chittenden County,Burlington SD,Burlington,KFull,54,2009
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade01,47,2009
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade02,53,2009
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade03,53,2009
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade04,57,2009
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade05,59,2009
Lyman C Hunt Middle School,Chittenden County,Burlington SD,Burlington,Grade06,131,2009
Lyman C Hunt Middle School,Chittenden County,Burlington SD,Burlington,Grade07,132,2009
Lyman C Hunt Middle School,Chittenden County,Burlington SD,Burlington,Grade08,128,2009
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,KFull,35,2009
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade01,28,2009
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade02,30,2009
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade03,23,2009
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade04,30,2009
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade05,10,2009
Burlington SD,Chittenden County,Burlington SD,Burlington SD,PKEEE,274,2009
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,Grade09,319,2009
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,Grade10,338,2009
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,Grade11,382,2009
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,Grade12,351,2009
Albert D Lawton School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade06,111,2009
Albert D Lawton School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade07,103,2009
Albert D Lawton School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade08,142,2009
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,PKEEE,13,2009
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,KFull,59,2009
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade01,54,2009
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade02,51,2009
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade03,56,2009
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,PKEEE,24,2009
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,KFull,60,2009
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade01,46,2009
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade02,52,2009
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade03,57,2009
Thomas Fleming School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade04,104,2009
Thomas Fleming School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade05,106,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,PKEEE,16,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,KFull,16,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade01,26,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade02,26,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade03,15,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade04,25,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade05,29,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade06,29,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade07,28,2009
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade08,38,2009
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Bolton,PKEEE,13,2009
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Bolton,KFull,10,2009
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Bolton,Grade01,15,2009
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Bolton,Grade02,13,2009
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Bolton,Grade03,11,2009
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Bolton,Grade04,20,2009
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,PKEEE,19,2009
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,KFull,24,2009
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,Grade01,26,2009
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,Grade02,16,2009
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,Grade03,23,2009
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,Grade04,32,2009
Jericho Elementary School,Chittenden County,Chittenden East SU,Jericho,PKEEE,22,2009
Jericho Elementary School,Chittenden County,Chittenden East SU,Jericho,KFull,39,2009
Jericho Elementary School,Chittenden County,Chittenden East SU,Jericho,Grade01,47,2009
Jericho Elementary School,Chittenden County,Chittenden East SU,Jericho,Grade02,51,2009
Jericho Elementary School,Chittenden County,Chittenden East SU,Jericho,Grade03,59,2009
Jericho Elementary School,Chittenden County,Chittenden East SU,Jericho,Grade04,62,2009
Browns River Middle USD #17,Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade05,84,2009
Browns River Middle USD #17,Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade06,122,2009
Browns River Middle USD #17,Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade07,113,2009
Browns River Middle USD #17,Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade08,115,2009
Camels Hump Middle USD #17,Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade05,91,2009
Camels Hump Middle USD #17,Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade06,82,2009
Camels Hump Middle USD #17,Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade07,100,2009
Camels Hump Middle USD #17,Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade08,102,2009
Mt Mansfield USD #17 (School),Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade09,245,2009
Mt Mansfield USD #17 (School),Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade10,259,2009
Mt Mansfield USD #17 (School),Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade11,234,2009
Mt Mansfield USD #17 (School),Chittenden County,Chittenden East SU,Mt Mansfield USD #17 (District,Grade12,223,2009
Richmond Elementary School,Chittenden County,Chittenden East SU,Richmond,PKEEE,42,2009
Richmond Elementary School,Chittenden County,Chittenden East SU,Richmond,KFull,51,2009
Richmond Elementary School,Chittenden County,Chittenden East SU,Richmond,Grade01,52,2009
Richmond Elementary School,Chittenden County,Chittenden East SU,Richmond,Grade02,60,2009
Richmond Elementary School,Chittenden County,Chittenden East SU,Richmond,Grade03,46,2009
Richmond Elementary School,Chittenden County,Chittenden East SU,Richmond,Grade04,52,2009
Underhill ID School,Chittenden County,Chittenden East SU,Underhill ID,KFull,23,2009
Underhill ID School,Chittenden County,Chittenden East SU,Underhill ID,Grade01,19,2009
Underhill ID School,Chittenden County,Chittenden East SU,Underhill ID,Grade02,24,2009
Underhill ID School,Chittenden County,Chittenden East SU,Underhill ID,Grade03,14,2009
Underhill ID School,Chittenden County,Chittenden East SU,Underhill ID,Grade04,23,2009
Underhill Central School,Chittenden County,Chittenden East SU,Underhill Town,KFull,27,2009
Underhill Central School,Chittenden County,Chittenden East SU,Underhill Town,Grade01,30,2009
Underhill Central School,Chittenden County,Chittenden East SU,Underhill Town,Grade02,25,2009
Underhill Central School,Chittenden County,Chittenden East SU,Underhill Town,Grade03,29,2009
Underhill Central School,Chittenden County,Chittenden East SU,Underhill Town,Grade04,26,2009
Champlain Valley UHSD #15 (Sch,Chittenden County,Chittenden South SU,Champlain Valley UHSD #15 (Dis,Grade09,334,2009
Champlain Valley UHSD #15 (Sch,Chittenden County,Chittenden South SU,Champlain Valley UHSD #15 (Dis,Grade10,351,2009
Champlain Valley UHSD #15 (Sch,Chittenden County,Chittenden South SU,Champlain Valley UHSD #15 (Dis,Grade11,343,2009
Champlain Valley UHSD #15 (Sch,Chittenden County,Chittenden South SU,Champlain Valley UHSD #15 (Dis,Grade12,339,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,PKEEE,19,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,KPart,47,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,Grade01,42,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,Grade02,46,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,Grade03,53,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,Grade04,53,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,Grade05,50,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,Grade06,53,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,Grade07,49,2009
Charlotte Central School,Chittenden County,Chittenden South SU,Charlotte,Grade08,50,2009
Chittenden South SU,Chittenden County,Chittenden South SU,Chittenden South SU,PKEEE,99,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,PKEEE,31,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,KFull,47,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,Grade01,44,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,Grade02,48,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,Grade03,52,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,Grade04,50,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,Grade05,43,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,Grade06,58,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,Grade07,43,2009
Hinesburg Community School,Chittenden County,Chittenden South SU,Hinesburg,Grade08,68,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,PKEEE,19,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,KFull,59,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,Grade01,95,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,Grade02,68,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,Grade03,79,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,Grade04,81,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,Grade05,79,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,Grade06,101,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,Grade07,88,2009
Shelburne Community School,Chittenden County,Chittenden South SU,Shelburne,Grade08,100,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,PKEEE,46,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,KFull,124,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,Grade01,116,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,Grade02,121,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,Grade03,119,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,Grade04,121,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,Grade05,133,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,Grade06,128,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,Grade07,102,2009
Williston Schools,Chittenden County,Chittenden South SU,Williston,Grade08,139,2009
Colchester High School,Chittenden County,Colchester SD,Colchester,Grade09,188,2009
Colchester High School,Chittenden County,Colchester SD,Colchester,Grade10,204,2009
Colchester High School,Chittenden County,Colchester SD,Colchester,Grade11,204,2009
Colchester High School,Chittenden County,Colchester SD,Colchester,Grade12,196,2009
Colchester High School,Chittenden County,Colchester SD,Colchester,AW,2,2009
Colchester Middle School,Chittenden County,Colchester SD,Colchester,Grade06,163,2009
Colchester Middle School,Chittenden County,Colchester SD,Colchester,Grade07,166,2009
Colchester Middle School,Chittenden County,Colchester SD,Colchester,Grade08,180,2009
Malletts Bay School,Chittenden County,Colchester SD,Colchester,PKEEE,20,2009
Malletts Bay School,Chittenden County,Colchester SD,Colchester,Grade03,153,2009
Malletts Bay School,Chittenden County,Colchester SD,Colchester,Grade04,167,2009
Malletts Bay School,Chittenden County,Colchester SD,Colchester,Grade05,155,2009
Porters Point School,Chittenden County,Colchester SD,Colchester,KFull,78,2009
Porters Point School,Chittenden County,Colchester SD,Colchester,Grade01,71,2009
Porters Point School,Chittenden County,Colchester SD,Colchester,Grade02,83,2009
Union Memorial School,Chittenden County,Colchester SD,Colchester,KFull,68,2009
Union Memorial School,Chittenden County,Colchester SD,Colchester,Grade01,53,2009
Union Memorial School,Chittenden County,Colchester SD,Colchester,Grade02,79,2009
Colchester SD,Chittenden County,Colchester SD,Colchester SD,PKEEE,37,2009
Essex Elementary School,Chittenden County,Essex Town SD,Essex Town,PKEEE,34,2009
Essex Elementary School,Chittenden County,Essex Town SD,Essex Town,KFull,135,2009
Essex Elementary School,Chittenden County,Essex Town SD,Essex Town,Grade01,118,2009
Essex Elementary School,Chittenden County,Essex Town SD,Essex Town,Grade02,147,2009
Essex Middle School,Chittenden County,Essex Town SD,Essex Town,Grade06,137,2009
Essex Middle School,Chittenden County,Essex Town SD,Essex Town,Grade07,156,2009
Essex Middle School,Chittenden County,Essex Town SD,Essex Town,Grade08,152,2009
Founders Memorial School,Chittenden County,Essex Town SD,Essex Town,Grade03,115,2009
Founders Memorial School,Chittenden County,Essex Town SD,Essex Town,Grade04,129,2009
Founders Memorial School,Chittenden County,Essex Town SD,Essex Town,Grade05,130,2009
Milton Elementary School,Chittenden County,Milton SD,Milton ID,PKEEE,41,2009
Milton Elementary School,Chittenden County,Milton SD,Milton ID,KFull,144,2009
Milton Elementary School,Chittenden County,Milton SD,Milton ID,Grade01,125,2009
Milton Elementary School,Chittenden County,Milton SD,Milton ID,Grade02,137,2009
Milton Elementary School,Chittenden County,Milton SD,Milton ID,Grade03,135,2009
Milton Elementary School,Chittenden County,Milton SD,Milton ID,Grade04,122,2009
Milton Elementary School,Chittenden County,Milton SD,Milton ID,Grade05,130,2009
Milton Elementary School,Chittenden County,Milton SD,Milton ID,Grade06,134,2009
Milton Middle School,Chittenden County,Milton SD,Milton ID,Grade07,158,2009
Milton Middle School,Chittenden County,Milton SD,Milton ID,Grade08,130,2009
Milton Senior High School,Chittenden County,Milton SD,Milton ID,Grade09,161,2009
Milton Senior High School,Chittenden County,Milton SD,Milton ID,Grade10,132,2009
Milton Senior High School,Chittenden County,Milton SD,Milton ID,Grade11,137,2009
Milton Senior High School,Chittenden County,Milton SD,Milton ID,Grade12,149,2009
Chamberlin School,Chittenden County,South Burlington SD,South Burlington,KFull,42,2009
Chamberlin School,Chittenden County,South Burlington SD,South Burlington,Grade01,54,2009
Chamberlin School,Chittenden County,South Burlington SD,South Burlington,Grade02,32,2009
Chamberlin School,Chittenden County,South Burlington SD,South Burlington,Grade03,44,2009
Chamberlin School,Chittenden County,South Burlington SD,South Burlington,Grade04,44,2009
Chamberlin School,Chittenden County,South Burlington SD,South Burlington,Grade05,46,2009
Frederick H Tuttle Middle Scho,Chittenden County,South Burlington SD,South Burlington,Grade06,165,2009
Frederick H Tuttle Middle Scho,Chittenden County,South Burlington SD,South Burlington,Grade07,185,2009
Frederick H Tuttle Middle Scho,Chittenden County,South Burlington SD,South Burlington,Grade08,182,2009
Orchard School,Chittenden County,South Burlington SD,South Burlington,KFull,63,2009
Orchard School,Chittenden County,South Burlington SD,South Burlington,Grade01,61,2009
Orchard School,Chittenden County,South Burlington SD,South Burlington,Grade02,59,2009
Orchard School,Chittenden County,South Burlington SD,South Burlington,Grade03,65,2009
Orchard School,Chittenden County,South Burlington SD,South Burlington,Grade04,59,2009
Orchard School,Chittenden County,South Burlington SD,South Burlington,Grade05,56,2009
Rick Marcotte Central School,Chittenden County,South Burlington SD,South Burlington,KFull,50,2009
Rick Marcotte Central School,Chittenden County,South Burlington SD,South Burlington,Grade01,55,2009
Rick Marcotte Central School,Chittenden County,South Burlington SD,South Burlington,Grade02,51,2009
Rick Marcotte Central School,Chittenden County,South Burlington SD,South Burlington,Grade03,72,2009
Rick Marcotte Central School,Chittenden County,South Burlington SD,South Burlington,Grade04,65,2009
Rick Marcotte Central School,Chittenden County,South Burlington SD,South Burlington,Grade05,58,2009
South Burlington High School,Chittenden County,South Burlington SD,South Burlington,Grade09,218,2009
South Burlington High School,Chittenden County,South Burlington SD,South Burlington,Grade10,236,2009
South Burlington High School,Chittenden County,South Burlington SD,South Burlington,Grade11,221,2009
South Burlington High School,Chittenden County,South Burlington SD,South Burlington,Grade12,229,2009
