Fiscal Year,SUID,SUName,ORGID,OrgName,Enrollment,Concat,K12FTE,TotStaffFTE,VCFlag
2015-2016,SU034,Orleans Central SU,PS007,Albany Community School,84,PS0072016,8.7,15.7,0
2015-2016,SU034,Orleans Central SU,PS022,Barton Graded School,142,PS0222016,15,26.5,0
2015-2016,SU034,Orleans Central SU,PS049,Brownington Central School,103,PS0492016,10.6,15.3,0
2015-2016,SU034,Orleans Central SU,PS118,Glover Community School,112,PS1182016,10.3,19.4,0
2015-2016,SU034,Orleans Central SU,PS147,Irasburg Village School,128,PS1472016,11.41,19.42,0
2015-2016,SU034,Orleans Central SU,PS157,Lake Region UHS #24,359,PS1572016,30.83,51.62,0
2015-2016,SU034,Orleans Central SU,PS217,Orleans Elementary School,106,PS2172016,10.4,17.63,0
2015-2016,SU034,Orleans Central SU,SU034,Orleans Central SU,0,SU0342016,22.24,92.78,0
2015-2016,SU035,Orleans Southwest SU,PS078,Craftsbury Schools,176,PS0782016,15.2,26.4,0
2015-2016,SU035,Orleans Southwest SU,PS126,Lakeview US #43,72,PS1262016,6.3,12.5,0
2015-2016,SU035,Orleans Southwest SU,PS131,Hardwick Elementary School,231,PS1312016,22,33.8,0
2015-2016,SU035,Orleans Southwest SU,PS139,Hazen UHS #26,330,PS1392016,30.7,54.3,0
2015-2016,SU035,Orleans Southwest SU,PS352,Wolcott Elementary School,128,PS3522016,9.1,17,0
2015-2016,SU035,Orleans Southwest SU,PS353,Woodbury Elementary School,50,PS3532016,4.6,10.2,0
2015-2016,SU035,Orleans Southwest SU,SU035,Orleans Southwest SU,0,SU0352016,19.9,98.7,0
2015-2016,SU036,Rutland Northeast SU,PS021,Barstow Memorial School,178,PS0212016,16.02,28.67,0
2015-2016,SU036,Rutland Northeast SU,PS160,Leicester Central School,46,PS1602016,5.07,7.77,0
2015-2016,SU036,Rutland Northeast SU,PS165,Lothrop School,203,PS1652016,18.7,30.56,0
2015-2016,SU036,Rutland Northeast SU,PS200,Neshobe School,328,PS2002016,24.5,42.45,0
2015-2016,SU036,Rutland Northeast SU,PS219,Otter Valley UHS #8,547,PS2192016,42.41,64.71,0
2015-2016,SU036,Rutland Northeast SU,PS290,Sudbury Country School,37,PS2902016,4,6.04,0
2015-2016,SU036,Rutland Northeast SU,PS340,Whiting Village School,31,PS3402016,3.1,5.18,0
2015-2016,SU036,Rutland Northeast SU,SU036,Rutland Northeast SU,0,SU0362016,30.15,143.18,0
2015-2016,SU037,Rutland Central SU,PS232,Proctor Elementary School,128,PS2322016,15,29.6,0
2015-2016,SU037,Rutland Central SU,PS233,Proctor Jr/Sr High School,123,PS2332016,16,27.9,0
2015-2016,SU037,Rutland Central SU,PS258,Rutland Town Elem School,323,PS2582016,31.7,53.6,0
2015-2016,SU037,Rutland Central SU,PS331,West Rutland School,314,PS3312016,35.8,64.3,0
2015-2016,SU037,Rutland Central SU,SU037,Rutland Central SU,0,SU0372016,3,24.58,0
2015-2016,SU038,Rutland Southwest SU,PS182,Middletown Springs Elem School,61,PS1822016,5.5,12.41,0
2015-2016,SU038,Rutland Southwest SU,PS229,Poultney Elementary School,188,PS2292016,16,35.89,0
2015-2016,SU038,Rutland Southwest SU,PS230,Poultney High School,196,PS2302016,20.5,41,0
2015-2016,SU038,Rutland Southwest SU,PS328,Wells Village School,69,PS3282016,5.5,12.41,0
2015-2016,SU038,Rutland Southwest SU,SU038,Rutland Southwest SU,0,SU0382016,13,30.01,0
2015-2016,SU040,Rutland City SD,PS253,Rutland High School,853,PS2532016,93.07,162.64,0
2015-2016,SU040,Rutland City SD,PS255,Northeast Primary School,190,PS2552016,20.75,40.75,0
2015-2016,SU040,Rutland City SD,PS256,Northwest Primary School,214,PS2562016,22.75,43.25,0
2015-2016,SU040,Rutland City SD,PS365,Rutland Middle School,299,PS3652016,26.97,50.22,0
2015-2016,SU040,Rutland City SD,PS382,Rutland Intermediate School,584,PS3822016,55.6,94.35,0
2015-2016,SU040,Rutland City SD,SU040,Rutland City SD,0,SU0402016,12.8,108.93,0
2015-2016,SU041,Washington Northeast SU,PS055,Cabot School,160,PS0552016,16.9,35.21,0
2015-2016,SU041,Washington Northeast SU,PS304,Twinfield US #33,357,PS3042016,36.4,72.13,0
2015-2016,SU041,Washington Northeast SU,SU041,Washington Northeast SU,0,SU0412016,8.5,20,0
2015-2016,SU042,Washington West SU,PS107,Fayston Elementary School,94,PS1072016,9.65,22.8,0
2015-2016,SU042,Washington West SU,PS138,Harwood UHS #19,511,PS1382016,56.27,101.17,0
2015-2016,SU042,Washington West SU,PS193,Moretown Elementary School,104,PS1932016,9.65,21.75,0
2015-2016,SU042,Washington West SU,PS315,Waitsfield Elem School,111,PS3152016,11,24.14,0
2015-2016,SU042,Washington West SU,PS320,Warren Elementary School,149,PS3202016,13.4,29.2,0
2015-2016,SU042,Washington West SU,PS390,Thatcher Brook Primary US #45,357,PS3902016,33.42,67.88,0
2015-2016,SU042,Washington West SU,PS391,Crossett Brook Middle US #45,254,PS3912016,29.3,64.86,0
2015-2016,SU042,Washington West SU,PS393,Harwood Union Middle UHS #19,140,PS3932016,15.53,26.03,0
2015-2016,SU042,Washington West SU,SU042,Washington West SU,0,SU0422016,0,14.03,0
2015-2016,SU043,Washington South SU,PS210,Northfield Elementary School,237,PS2102016,24.1,44.43,0
2015-2016,SU043,Washington South SU,PS211,Northfield Middle/High School,295,PS2112016,31,57.97,0
2015-2016,SU043,Washington South SU,PS250,Roxbury Village School,42,PS2502016,4.8,7.94,0
2015-2016,SU043,Washington South SU,SU043,Washington South SU,0,SU0432016,0,11.35,0
2015-2016,SU045,Montpelier SD,PS173,Main Street Middle School,296,PS1732016,26.2,46.6,0
2015-2016,SU045,Montpelier SD,PS191,Montpelier High School,285,PS1912016,32.9,64.1,0
2015-2016,SU045,Montpelier SD,PS308,Union Elementary School,403,PS3082016,36.1,68.86,0
2015-2016,SU045,Montpelier SD,SU045,Montpelier SD,0,SU0452016,1,16.51,0
2015-2016,SU046,Windham Central SU,PS086,Dover Elementary School,86,PS0862016,6.6,14.6,0
2015-2016,SU046,Windham Central SU,PS149,Jamaica Village School,56,PS1492016,5.9,13.82,0
2015-2016,SU046,Windham Central SU,PS161,Leland And Gray UHS #34,315,PS1612016,33.1,70.7,0
2015-2016,SU046,Windham Central SU,PS177,Marlboro Elementary School,80,PS1772016,8,27.93,0
2015-2016,SU046,Windham Central SU,PS301,Townshend Village School,65,PS3012016,6.78,17.96,0
2015-2016,SU046,Windham Central SU,PS319,Wardsboro Central School,54,PS3192016,5.8,12.61,0
2015-2016,SU046,Windham Central SU,PS347,Windham Elementary School,16,PS3472016,1.9,5.17,0
2015-2016,SU046,Windham Central SU,PS408,Newbrook Elementary School,128,PS4082016,10.4,23.1,0
2015-2016,SU046,Windham Central SU,SU046,Windham Central SU,0,SU0462016,1,18.41,0
2015-2016,SU047,Windham Northeast SU,PS024,Bellows Falls Middle School,233,PS0242016,18,30.5,0
2015-2016,SU047,Windham Northeast SU,PS025,Bellows Falls UHS #27,337,PS0252016,21.67,40.34,0
2015-2016,SU047,Windham Northeast SU,PS120,Athens/Grafton Joint Contract School,91,PS1202016,7.83,11.13,0
2015-2016,SU047,Windham Northeast SU,PS249,Central Elementary School,167,PS2492016,12.7,20.4,0
2015-2016,SU047,Windham Northeast SU,PS260,Saxtons River Elem School,103,PS2602016,7.8,15.9,0
2015-2016,SU047,Windham Northeast SU,PS334,Westminster Schools,177,PS3342016,15.6,30.5,0
2015-2016,SU047,Windham Northeast SU,SU047,Windham Northeast SU,0,SU0472016,40.39,160.92,0
2015-2016,SU048,Windham Southeast SU,PS001,Academy School,373,PS0012016,32,67.5,0
2015-2016,SU048,Windham Southeast SU,PS040,Brattleboro UHS #6,752,PS0402016,47,151.5,0
2015-2016,SU048,Windham Southeast SU,PS087,Dummerston Schools,155,PS0872016,14,28.2,0
2015-2016,SU048,Windham Southeast SU,PS128,Guilford Central School,111,PS1282016,11.5,29.1,0
2015-2016,SU048,Windham Southeast SU,PS234,Putney Central School,154,PS2342016,15.6,36.7,0
2015-2016,SU048,Windham Southeast SU,PS313,Vernon Elementary School,159,PS3132016,13.8,32.4,0
2015-2016,SU048,Windham Southeast SU,PS367,Bratt Area Middle School #6,321,PS3672016,29,49,0
2015-2016,SU048,Windham Southeast SU,PS383,Oak Grove School,110,PS3832016,11,25.5,0
2015-2016,SU048,Windham Southeast SU,PS385,Green Street School,224,PS3852016,22,46.3,0
2015-2016,SU048,Windham Southeast SU,SU048,Windham Southeast SU,0,SU0482016,57.5,103.3,0
2015-2016,SU049,Windham Southwest SU,PS083,Twin Valley Elem School,183,PS0832016,17.6,36.85,0
2015-2016,SU049,Windham Southwest SU,PS129,Halifax School,44,PS1292016,5.3,10.2,0
2015-2016,SU049,Windham Southwest SU,PS240,Readsboro Elementary School,39,PS2402016,5.6,11.7,0
2015-2016,SU049,Windham Southwest SU,PS284,Stamford Elementary School,74,PS2842016,6.4,12.5,0
2015-2016,SU049,Windham Southwest SU,PS346,Twin Valley High School,139,PS3462016,14.5,31.65,0
2015-2016,SU049,Windham Southwest SU,PS403,Twin Valley Middle School,94,PS4032016,11.1,22.8,0
2015-2016,SU049,Windham Southwest SU,SU049,Windham Southwest SU,0,SU0492016,12,40.8,0
2015-2016,SU050,Windsor Northwest SU,PS034,Bethel Elementary School,147,PS0342016,11.5,24,0
2015-2016,SU050,Windsor Northwest SU,PS247,Rochester School,128,PS2472016,12.25,26.25,0
2015-2016,SU050,Windsor Northwest SU,PS285,Stockbridge Central School,42,PS2852016,5.24,12.24,0
2015-2016,SU050,Windsor Northwest SU,PS338,Whitcomb Jr/Sr High School,113,PS3382016,14,24.5,0
2015-2016,SU050,Windsor Northwest SU,SU050,Windsor Northwest SU,0,SU0502016,10,37,0
2015-2016,SU051,Windsor Central SU,PS017,Barnard Academy,60,PS0172016,5.8,11.05,0
2015-2016,SU051,Windsor Central SU,PS239,Reading Elementary School,41,PS2392016,5.5,10.45,0
2015-2016,SU051,Windsor Central SU,PS267,Killington Elementary School,90,PS2672016,9.45,18.46,0
2015-2016,SU051,Windsor Central SU,PS355,Woodstock Elementary School,168,PS3552016,20,36.65,0
2015-2016,SU051,Windsor Central SU,PS356,Woodstock Sr UHS #4,341,PS3562016,38.5,87.1,0
2015-2016,SU051,Windsor Central SU,PS368,Woodstock Union Middle School,158,PS3682016,15.3,22.1,0
2015-2016,SU051,Windsor Central SU,PS409,The Prosper Valley School,81,PS4092016,8.7,13.8,0
2015-2016,SU051,Windsor Central SU,SU051,Windsor Central SU,0,SU0512016,1.95,15.98,0
2015-2016,SU052,Windsor Southeast SU,PS008,Albert Bridge School (W Wind),71,PS0082016,9,16.7,0
2015-2016,SU052,Windsor Southeast SU,PS137,Hartland Elementary School,309,PS1372016,25.35,43.45,0
2015-2016,SU052,Windsor Southeast SU,PS407,Weathersfield School,204,PS4072016,16.6,32.4,0
2015-2016,SU052,Windsor Southeast SU,PS410,Windsor School,523,PS4102016,45,71.5,0
2015-2016,SU052,Windsor Southeast SU,SU052,Windsor Southeast SU,0,SU0522016,13.6,65.6,0
2015-2016,SU054,Hartford SD,PS134,Hartford High School,497,PS1342016,71.76,116.45,0
2015-2016,SU054,Hartford SD,PS135,Hartford Mem Middle School,315,PS1352016,34.75,54.86,0
2015-2016,SU054,Hartford SD,PS339,White River School,197,PS3392016,20.18,42.52,0
2015-2016,SU054,Hartford SD,PS378,Dothan Brook School,232,PS3782016,22.4,45.03,0
2015-2016,SU054,Hartford SD,PS380,Ottauquechee School,199,PS3802016,19.2,38.49,0
2015-2016,SU054,Hartford SD,SU054,Hartford SD,0,SU0542016,18.1,65.5,0
2015-2016,SU055,Sau 70 ,PS176,Marion W Cross School,310,PS1762016,27.4,52.04,0
2015-2016,SU056,Springfield SD,PS245,Riverside Middle School,282,PS2452016,26,56.45,0
2015-2016,SU056,Springfield SD,PS277,Elm Hill School,264,PS2772016,23.5,55.1,0
2015-2016,SU056,Springfield SD,PS278,Springfield High School,424,PS2782016,37.87,77.12,0
2015-2016,SU056,Springfield SD,PS280,Union Street School,269,PS2802016,25.5,61.2,0
2015-2016,SU056,Springfield SD,SU056,Springfield SD,0,SU0562016,7,54.1,0
2015-2016,SU057,Blue Mountain SD,PS036,Blue Mountain US #21,363,PS0362016,42.5,87.85,0
2015-2016,SU059,Essex Town SD,PS099,Essex Elementary School,390,PS0992016,34.8,82.34,0
2015-2016,SU059,Essex Town SD,PS101,Essex Middle School,407,PS1012016,35.62,74.52,0
2015-2016,SU059,Essex Town SD,PS113,Founders Memorial School,407,PS1132016,29.8,67.97,0
2015-2016,SU059,Essex Town SD,SU059,Essex Town SD,0,SU0592016,4.2,24.86,0
2015-2016,SU060,Battenkill Valley SU,PS011,Arlington Memorial High School,213,PS0112016,19.4,29.6,0
2015-2016,SU060,Battenkill Valley SU,PS109,Fisher School,167,PS1092016,14.6,28,0
2015-2016,SU060,Battenkill Valley SU,SU060,Battenkill Valley SU,0,SU0602016,6,35.5,0
2015-2016,SU061,Barre SU,PS020,Barre Town Elementary School,745,PS0202016,70,141,0
2015-2016,SU061,Barre SU,PS276,Spaulding UHS #41,661,PS2762016,82.07,173.64,0
2015-2016,SU061,Barre SU,PS381,Barre City Elem/Middle School,765,PS3812016,90.75,177.31,0
2015-2016,SU061,Barre SU,SU061,Barre SU,0,SU0612016,4,32,0
2015-2016,SU063,Two Rivers SU,PS035,Black River US #39,169,PS0352016,17.04,32.98,0
2015-2016,SU063,Two Rivers SU,PS063,Cavendish Town Elem School,99,PS0632016,8,20.92,0
2015-2016,SU063,Two Rivers SU,PS070,Chester Andover US #29,215,PS0702016,16.1,45.26,0
2015-2016,SU063,Two Rivers SU,PS124,Green Mountain UHS #35,330,PS1242016,27.4,61.82,0
2015-2016,SU063,Two Rivers SU,PS167,Ludlow Elementary School,92,PS1672016,10.15,25.65,0
2015-2016,SU063,Two Rivers SU,PS198,Mt Holly School,75,PS1982016,8.5,14.6,0
2015-2016,SU063,Two Rivers SU,SU063,Two Rivers SU,0,SU0632016,23.2,49.96,0
2015-2016,SU064,Rivendell Interstate SD,U146,Rivendell Interstate School District,0,U1462016,0.5,11.65,0
2015-2016,SU064,Rivendell Interstate SD,PI004,Rivendell Academy,199,PI0042016,22.03,41.16,0
2015-2016,SU064,Rivendell Interstate SD,PS106,Samuel Morey Elementary School,166,PS1062016,15,32.68,0
2015-2016,SU064,Rivendell Interstate SD,PS399,Westshire School,78,PS3992016,9.14,23.79,0
2015-2016,TE001,Patricia Hannaford Career Ctr,VC001,Patricia Hannaford Career Ctr,0,VC0012016,18,38,0
2015-2016,TE002,SW VT Career Development Ctr,VC009,SW VT Career Development Ctr,0,VC0092016,17.5,34.1,0
2015-2016,TE003,River Valley Technical Center,VC016,River Valley Technical Center,0,VC0162016,15.25,26.75,0
2016-2017,SU001,Addison Northeast SU,PS023,Beeman Elementary School,96,PS0232017,7.9,13.5,0
2016-2017,SU001,Addison Northeast SU,PS045,Bristol Elementary School,258,PS0452017,22.5,40.5,0
2016-2017,SU001,Addison Northeast SU,PS162,Lincoln Community School,118,PS1622017,9.6,16.99,0
2016-2017,SU001,Addison Northeast SU,PS189,Monkton Central School,152,PS1892017,11.2,19.3,0
2016-2017,SU001,Addison Northeast SU,PS195,Mt Abraham UHS #28,639,PS1952017,59.52,88.02,0
2016-2017,SU001,Addison Northeast SU,PS246,Robinson School,155,PS2462017,12.6,19.01,0
2016-2017,SU001,Addison Northeast SU,SU001,Addison Northeast SU,0,SU0012017,27.3,117.86,0
2016-2017,SU002,Addison Northwest SU,PS002,Addison Central School,62,PS0022017,8.35,17.85,0
2016-2017,SU002,Addison Northwest SU,PS108,Ferrisburgh Central School,151,PS1082017,19.1,34.75,0
2016-2017,SU002,Addison Northwest SU,PS311,Vergennes Ues #44,238,PS3112017,25,50.45,0
2016-2017,SU002,Addison Northwest SU,PS312,Vergennes UHS #5,457,PS3122017,44.65,82.65,0
2016-2017,SU002,Addison Northwest SU,SU002,Addison Northwest SU,0,SU0022017,0,16.6,0
2016-2017,SU003,Addison Central SU,PS043,Bridport Central School,59,PS0432017,6.9,17.05,0
2016-2017,SU003,Addison Central SU,PS076,Bingham Memorial School,79,PS0762017,8.12,15.02,0
2016-2017,SU003,Addison Central SU,PS179,Middlebury Id#4,446,PS1792017,30.5,82.1,0
2016-2017,SU003,Addison Central SU,PS180,Middlebury Union High School,599,PS1802017,45.5,93.16,0
2016-2017,SU003,Addison Central SU,PS244,Ripton Elementary School,41,PS2442017,4.5,12.46,0
2016-2017,SU003,Addison Central SU,PS259,Salisbury Community School,87,PS2592017,8.8,20.27,0
2016-2017,SU003,Addison Central SU,PS268,Shoreham Elementary School,78,PS2682017,8,17.8,0
2016-2017,SU003,Addison Central SU,PS336,Weybridge Elementary School,50,PS3362017,5,12.01,0
2016-2017,SU003,Addison Central SU,PS366,Middlebury Union Middle School #3,251,PS3662017,28.1,52.16,0
2016-2017,SU003,Addison Central SU,SU003,Addison Central SU,0,SU0032017,28.5,66.41,0
2016-2017,SU004,Addison Rutland SU,PS031,Benson Village School,70,PS0312017,8.7,20.19,0
2016-2017,SU004,Addison Rutland SU,PS061,Castleton Hubbardton US #42,326,PS0612017,27.4,76.43,0
2016-2017,SU004,Addison Rutland SU,PS103,Fair Haven Grade School,311,PS1032017,26.7,65.51,0
2016-2017,SU004,Addison Rutland SU,PS104,Fair Haven UHS #16,407,PS1042017,37,78.1,0
2016-2017,SU004,Addison Rutland SU,PS218,Orwell Village School,118,PS2182017,11.7,20.5,0
2016-2017,SU004,Addison Rutland SU,SU004,Addison Rutland SU,0,SU0042017,24.9,49.1,0
2016-2017,SU005,Southwest Vermont SU,PS029,Bennington Elementary School,254,PS0292017,17.7,34.48,0
2016-2017,SU005,Southwest Vermont SU,PS188,Molly Stark School,382,PS1882017,23,40.79,0
2016-2017,SU005,Southwest Vermont SU,PS192,Monument Elementary School,126,PS1922017,9.7,17.43,0
2016-2017,SU005,Southwest Vermont SU,PS196,Mt Anthony Sr UHS #14,903,PS1962017,66.83,114.33,0
2016-2017,SU005,Southwest Vermont SU,PS197,Mt Anthony Union Middle School,540,PS1972017,38,68.5,0
2016-2017,SU005,Southwest Vermont SU,PS231,Pownal Elementary School,244,PS2312017,19,32.63,0
2016-2017,SU005,Southwest Vermont SU,PS262,Shaftsbury Elem School,242,PS2622017,17.8,26.8,0
2016-2017,SU005,Southwest Vermont SU,PS354,Woodford Hollow School,18,PS3542017,2.7,5.5,0
2016-2017,SU005,Southwest Vermont SU,SU005,Southwest Vermont SU,0,SU0052017,93.87,289.56,0
2016-2017,SU006,Bennington Rutland SU,PS079,Currier Memorial US #23,84,PS0792017,7.3,18.55,0
2016-2017,SU006,Bennington Rutland SU,PS085,Dorset School,180,PS0852017,18,39.31,0
2016-2017,SU006,Bennington Rutland SU,PS111,Flood Brook USD #301,282,PS1112017,25,54.68,0
2016-2017,SU006,Bennington Rutland SU,PS175,Manchester Elem/Middle School,354,PS1752017,30.17,69.73,0
2016-2017,SU006,Bennington Rutland SU,PS293,Sunderland Elem School,86,PS2932017,7.8,12,0
2016-2017,SU006,Bennington Rutland SU,PS392,Mettawee Community US #47,167,PS3922017,15.2,36.8,0
2016-2017,SU006,Bennington Rutland SU,SU006,Bennington Rutland SU,0,SU0062017,24.6,73.23,0
2016-2017,SU007,Colchester SD,PS072,Colchester High School,668,PS0722017,59,115,0
2016-2017,SU007,Colchester SD,PS073,Colchester Middle School,445,PS0732017,38.1,86.79,0
2016-2017,SU007,Colchester SD,PS174,Malletts Bay School,490,PS1742017,35.2,74.9,0
2016-2017,SU007,Colchester SD,PS227,Porters Point School,233,PS2272017,19.2,55.2,0
2016-2017,SU007,Colchester SD,PS309,Union Memorial School,253,PS3092017,19.9,54.47,0
2016-2017,SU007,Colchester SD,SU007,Colchester SD,0,SU0072017,3,48.41,0
2016-2017,SU008,Caledonia North SU,PS051,Burke Town School,180,PS0512017,21.2,31.43,0
2016-2017,SU008,Caledonia North SU,PS170,Lyndon Town School,415,PS1702017,42.07,64.29,0
2016-2017,SU008,Caledonia North SU,PS184,Millers Run School US #37,100,PS1842017,9.21,23.54,0
2016-2017,SU008,Caledonia North SU,PS201,Newark School,61,PS2012017,7,9.81,0
2016-2017,SU008,Caledonia North SU,PS294,Sutton Village School,98,PS2942017,11.39,18.99,0
2016-2017,SU008,Caledonia North SU,SU008,Caledonia North SU,0,SU0082017,32,95.78,0
2016-2017,SU009,Caledonia Central SU,PS018,Barnet Elementary School,175,PS0182017,16.75,35.55,0
2016-2017,SU009,Caledonia Central SU,PS082,Danville School,330,PS0822017,30.67,58.17,0
2016-2017,SU009,Caledonia Central SU,PS223,Peacham Elementary School,46,PS2232017,5.6,10.6,0
2016-2017,SU009,Caledonia Central SU,PS316,Walden School,89,PS3162017,8.3,14.6,0
2016-2017,SU009,Caledonia Central SU,SU009,Caledonia Central SU,0,SU0092017,11.8,40.06,0
2016-2017,SU010,Milton SD,PS140,Milton Elementary School,668,PS1402017,58,158,0
2016-2017,SU010,Milton SD,PS185,Milton Middle School,351,PS1852017,33,55,0
2016-2017,SU010,Milton SD,PS186,Milton High School,478,PS1862017,42,80.5,0
2016-2017,SU010,Milton SD,SU010,Milton SD,0,SU0102017,0,19.5,0
2016-2017,SU011,St Johnsbury SD,PS400,St Johnsbury Schools,616,PS4002017,70,146.45,0
2016-2017,SU011,St Johnsbury SD,SU011,St Johnsbury SD,0,SU0112017,0,0,0
2016-2017,SU012,Chittenden East SU,PS041,Brewster Pierce Elementary School,105,PS0412017,7.6,13.26,0
2016-2017,SU012,Chittenden East SU,PS050,Browns River Middle School,405,PS0502017,30.8,45.59,0
2016-2017,SU012,Chittenden East SU,PS058,Camels Hump Middle School,326,PS0582017,26.4,40.38,0
2016-2017,SU012,Chittenden East SU,PS152,Jericho Elementary School,240,PS1522017,18.5,29.04,0
2016-2017,SU012,Chittenden East SU,PS199,Mt Mansfield USD #401B,800,PS1992017,54.8,84.25,0
2016-2017,SU012,Chittenden East SU,PS243,Richmond Elementary School,220,PS2432017,17.6,27.23,0
2016-2017,SU012,Chittenden East SU,PS270,Smilie Memorial School(Bolton),67,PS2702017,4.6,8.49,0
2016-2017,SU012,Chittenden East SU,PS306,Underhill Central Elementary School,103,PS3062017,6.6,12.97,0
2016-2017,SU012,Chittenden East SU,PS307,Underhill Id Elementary School,96,PS3072017,6.5,11.14,0
2016-2017,SU012,Chittenden East SU,SU012,Chittenden East SU,0,SU0122017,47.65,242.85,0
2016-2017,SU013,Chittenden Central SU,PS009,Albert D Lawton School,367,PS0092017,31.2,54.4,0
2016-2017,SU013,Chittenden Central SU,PS141,Hiawatha School,198,PS1412017,19.1,42.9,0
2016-2017,SU013,Chittenden Central SU,PS292,Summit Street School,205,PS2922017,19.6,43.4,0
2016-2017,SU013,Chittenden Central SU,PS299,Thomas Fleming School,218,PS2992017,19.1,50.9,0
2016-2017,SU013,Chittenden Central SU,PS333,Westford Elementary School,164,PS3332017,16.1,31.6,0
2016-2017,SU013,Chittenden Central SU,PS388,Essex Community Ed Ctr,1216,PS3882017,150,354.1,0
2016-2017,SU013,Chittenden Central SU,SU013,Chittenden Central SU,0,SU0132017,0,36.65,0
2016-2017,SU014,Chittenden South SU,PS066,Champlain Valley UHS #15,1253,PS0662017,85.49,139.89,0
2016-2017,SU014,Chittenden South SU,PS068,Charlotte Central School,359,PS0682017,27.65,49.19,0
2016-2017,SU014,Chittenden South SU,PS143,Hinesburg Community School,506,PS1432017,33.3,63.42,0
2016-2017,SU014,Chittenden South SU,PS264,Shelburne Community School,729,PS2642017,51.82,97.35,0
2016-2017,SU014,Chittenden South SU,PS398,Williston Schools,975,PS3982017,71.65,129.11,0
2016-2017,SU014,Chittenden South SU,SU014,Chittenden South SU,0,SU0142017,70.9,360.99,0
2016-2017,SU015,Burlington SD,PS052,Burlington Senior High School,1005,PS0522017,99.75,161.1,0
2016-2017,SU015,Burlington SD,PS065,Champlain Elementary School,316,PS0652017,24.1,47.68,0
2016-2017,SU015,Burlington SD,PS080,C P Smith School,269,PS0802017,24.35,46.95,0
2016-2017,SU015,Burlington SD,PS094,Edmunds Elementary School,325,PS0942017,26.8,49.44,0
2016-2017,SU015,Burlington SD,PS095,Edmunds Middle School,408,PS0952017,33.6,60.56,0
2016-2017,SU015,Burlington SD,PS155,J J Flynn School,335,PS1552017,28.7,53.7,0
2016-2017,SU015,Burlington SD,PS159,Sustain Acad At Lawrence Barnes,174,PS1592017,20.9,37.62,0
2016-2017,SU015,Burlington SD,PS169,Lyman C Hunt Middle School,401,PS1692017,36.55,65.22,0
2016-2017,SU015,Burlington SD,PS337,Integrated Arts Acad At Ho Wheeler,269,PS3372017,25.8,40.8,0
2016-2017,SU015,Burlington SD,SU015,Burlington SD,0,SU0152017,10.6,237.36,0
2016-2017,SU016,South Burlington SD,PS064,Chamberlin School,218,PS0642017,22.63,48.94,0
2016-2017,SU016,South Burlington SD,PS216,Orchard School,372,PS2162017,32.72,62.26,0
2016-2017,SU016,South Burlington SD,PS271,Rick Marcotte Central School,361,PS2712017,29.5,65.9,0
2016-2017,SU016,South Burlington SD,PS272,So Burlington High School,917,PS2722017,75.14,128.14,0
2016-2017,SU016,South Burlington SD,PS273,Frederick H Tuttle Middle School,517,PS2732017,46.98,83.39,0
2016-2017,SU016,South Burlington SD,SU016,South Burlington SD,0,SU0162017,4.3,126.95,0
2016-2017,SU017,Winooski SD,PS154,J F Kennedy Elem School,357,PS1542017,41.44,91.22,0
2016-2017,SU017,Winooski SD,PS351,Winooski High School,211,PS3512017,26.95,51.92,0
2016-2017,SU017,Winooski SD,PS401,Winooski Middle School,167,PS4012017,20.21,39.16,0
2016-2017,SU017,Winooski SD,SU017,Winooski SD,0,SU0172017,0,7.8,0
2016-2017,SU018,Essex Caledonia SU,PS074,Concord Graded/Middle School,122,PS0742017,13.8,29.56,0
2016-2017,SU018,Essex Caledonia SU,PS168,Lunenburg/Gilman Schools,120,PS1682017,11.75,25.15,0
2016-2017,SU018,Essex Caledonia SU,PS324,Waterford Elementary School,133,PS3242017,11.8,26.57,0
2016-2017,SU018,Essex Caledonia SU,SU018,Essex Caledonia SU,0,SU0182017,10,26,0
2016-2017,SU019,Essex North SU,PS059,Canaan Schools,174,PS0592017,19.5,31.63,0
2016-2017,SU019,Essex North SU,SU019,Essex North SU,0,SU0192017,2,13.85,0
2016-2017,SU020,Franklin Northeast SU,PS015,Bakersfield School,122,PS0152017,13.45,27.64,0
2016-2017,SU020,Franklin Northeast SU,PS032,Berkshire Elementary School,200,PS0322017,14.89,38.86,0
2016-2017,SU020,Franklin Northeast SU,PS096,Enosburg Falls Elementary School,193,PS0962017,18.1,42.4,0
2016-2017,SU020,Franklin Northeast SU,PS098,Enosburg Falls Middle-High School,438,PS0982017,42.7,101.22,0
2016-2017,SU020,Franklin Northeast SU,PS190,Montgomery Elementary School,121,PS1902017,9.8,26.64,0
2016-2017,SU020,Franklin Northeast SU,PS241,Richford Elementary School,163,PS2412017,16.4,38.54,0
2016-2017,SU020,Franklin Northeast SU,PS242,Richford Jr/Sr High School,230,PS2422017,17.86,43.91,0
2016-2017,SU020,Franklin Northeast SU,SU020,Franklin Northeast SU,0,SU0202017,33.19,51.44,0
2016-2017,SU021,Franklin Northwest SU,PS115,Franklin Elementary School,118,PS1152017,8.45,27.64,0
2016-2017,SU021,Franklin Northwest SU,PS142,Highgate Elementary School,312,PS1422017,23.2,61.93,0
2016-2017,SU021,Franklin Northwest SU,PS187,Missisquoi Valley UHS #7,795,PS1872017,76.83,152.78,0
2016-2017,SU021,Franklin Northwest SU,PS266,Sheldon Elementary School,260,PS2662017,23,49.1,0
